Model,Data,Curation,Subtype,Gene_ENTREZ,Symbol,Essentiality_Type,is_metabolic,Dependency_Score,Dependency_Probability,DepMap_ID,Average_Score
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-0.873926724614177,0.915214747750189,ACH-000137,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-1.5471605535575,0.999615310428323,ACH-000232,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-0.878619860442133,0.935353112447823,ACH-000323,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-1.40064579622665,0.982859702473248,ACH-000329,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-1.20612243644428,0.963241762572493,ACH-000437,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-1.79935343050235,0.999992881950888,ACH-000490,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-0.400103576304868,0.40370644427233,ACH-000591,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-0.613069839753767,0.868565918244874,ACH-000609,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-1.09512064066964,0.967802695708608,ACH-001172,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-0.465768238562484,0.686895282664908,ACH-002257,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-1.53249212975622,0.988562663822121,ACH-002269,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,1841,DTYMK ,Common-Essential,Metabolic,-1.72004447558362,1,ACH-002304,-0.9209581321308341
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.9211719,0.9554629,ACH-000040,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,0.002284768,0.02770731,ACH-000075,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.3663097,0.4167117,ACH-000128,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.2229183,0.2190803,ACH-000137,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.1314563,0.1235007,ACH-000232,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.44513,0.5766693,ACH-000323,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.04603219,0.05293119,ACH-000329,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.399487,0.5626771,ACH-000437,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.1270689,0.1058546,ACH-000490,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.7046666,0.82915,ACH-000591,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.1539917,0.1727426,ACH-000609,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.1545495,0.139893,ACH-001172,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.1125927,0.129443,ACH-002257,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,-0.9961243,0.9715819,ACH-002269,-0.387523185945
Recon3D,Rahman2015,CSF,AST,2531,KDSR ,"NA_",Metabolic,0.02150741,0.0268889,ACH-002304,-0.387523185945
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,-0.1638703,0.1194174,ACH-000040,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,-0.0685848,0.05762802,ACH-000075,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.02324645,0.0209631,ACH-000128,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,-0.006604686,0.02998002,ACH-000137,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.007998618,0.02942816,ACH-000232,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,-0.06123757,0.05311073,ACH-000323,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.04082801,0.02200644,ACH-000329,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.01255205,0.02962748,ACH-000437,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,-0.1053081,0.08731446,ACH-000490,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.08364644,0.01094578,ACH-000591,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.0113557,0.03458392,ACH-000609,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.04467447,0.05247847,ACH-001172,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,-0.1105548,0.1272373,ACH-002257,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.1135998,0.008451662,ACH-002269,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,259230,SGMS1 ,"NA_",Metabolic,0.009078007,0.03100472,ACH-002304,-0.02162030917833333
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-0.379573321281754,0.393660540421968,ACH-000040,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-0.772419976725185,0.889460941589707,ACH-000075,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.22542942675447,0.966433007629653,ACH-000128,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.251429127747,0.969096316163283,ACH-000137,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.46534259154538,0.99847450863133,ACH-000232,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.41607577817101,0.97220806883871,ACH-000323,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-0.802554965346464,0.893169213584257,ACH-000329,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.19013906353345,0.961820239738328,ACH-000437,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-0.716375137051534,0.915117634830212,ACH-000490,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-0.737849002701723,0.859512011761487,ACH-000591,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.27413859185878,0.98850634956651,ACH-000609,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.68807993220928,0.999894154786098,ACH-001172,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-0.67244469393035,0.877075598592792,ACH-002257,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.5446657512507,0.989686048605693,ACH-002269,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,2987,GUK1 ,Common-Essential,Metabolic,-1.49638529141514,0.999724496807177,ACH-002304,-1.0770733141147297
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,0.001593042,0.03088533,ACH-000040,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.1066209,0.08215209,ACH-000075,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.08725348,0.06445901,ACH-000128,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.206223,0.1949455,ACH-000137,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.1017751,0.09496015,ACH-000232,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.09974401,0.07685127,ACH-000323,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.1154346,0.09947443,ACH-000329,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.05936595,0.0654494,ACH-000437,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-7.171584e-4,0.03049842,ACH-000490,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,0.002207227,0.02321095,ACH-000591,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.1235032,0.1354031,ACH-000609,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.1310231,0.1172273,ACH-001172,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.03238276,0.06073836,ACH-002257,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.07269117,0.07183452,ACH-002269,-0.074990319705
Recon3D,Rahman2015,CSF,AST,3931,LCAT ,"NA_",Metabolic,-0.08954326,0.08996532,ACH-002304,-0.074990319705
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.688336271248775,0.833337741407009,ACH-000040,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.954341712386044,0.944516100575267,ACH-000075,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.638897346255587,0.812052981159971,ACH-000128,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.743727888697653,0.889015148866419,ACH-000137,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.851763519101932,0.927155602891271,ACH-000232,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.58029658766481,0.771407481618128,ACH-000323,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.573897469023021,0.717734585906091,ACH-000329,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.581201167612197,0.807483223621445,ACH-000437,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.783320531651327,0.93621781668335,ACH-000490,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.55595271399551,0.644419816529346,ACH-000591,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.561255044857348,0.829524744812378,ACH-000609,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-1.02164027406848,0.962884526037052,ACH-001172,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-0.458013436004187,0.676480957990712,ACH-002257,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-1.05814965663765,0.977188808301744,ACH-002269,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,51727,CMPK1 ,Common-Essential,Metabolic,-1.36962915264426,0.997508609099531,ACH-002304,-0.7013229545995526
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.570237325327327,0.690197550892957,ACH-000040,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.474219809177419,0.611019441535659,ACH-000075,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.781144445871012,0.893074679476875,ACH-000128,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.545779940715273,0.752087886186352,ACH-000137,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-1.03700526709098,0.958090981927901,ACH-000232,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.66966692554723,0.855230593767693,ACH-000323,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.446396937621358,0.567940173947315,ACH-000329,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.608403353605896,0.829473135563582,ACH-000437,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.682096030972588,0.899618186735432,ACH-000490,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-1.10134380749877,0.982887481178237,ACH-000591,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.713297811900831,0.909401860736068,ACH-000609,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.773882239951219,0.903572777559822,ACH-001172,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.450069898217417,0.665610540778207,ACH-002257,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.673554883846336,0.938058624720791,ACH-002269,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,54675,CRLS1 ,Common-Essential,Metabolic,-0.554319890205139,0.820790587656824,ACH-002304,-0.575857197741586
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,-0.04218799,0.0455595,ACH-000040,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.05566446,0.01508467,ACH-000075,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.08238076,0.01109902,ACH-000128,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.03498847,0.0183343,ACH-000137,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.07060902,0.01299214,ACH-000232,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.1796497,0.002652007,ACH-000323,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,-0.009857006,0.03700614,ACH-000329,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.09766613,0.00986141,ACH-000437,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.1817814,0.003833439,ACH-000490,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,-0.06918366,0.04481734,ACH-000591,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.06520372,0.01745566,ACH-000609,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.1041929,0.06119858,ACH-001172,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.05433524,0.02498414,ACH-002257,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.06653837,0.01470649,ACH-002269,0.063372384295
Recon3D,Rahman2015,CSF,AST,55304,SPTLC3 ,"NA_",Metabolic,0.1251099,0.008938094,ACH-002304,0.063372384295
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.09968825,0.07350985,ACH-000040,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.08911509,0.0700172,ACH-000075,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.06799635,0.05365238,ACH-000128,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.07624323,0.06361488,ACH-000137,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.09508649,0.08922552,ACH-000232,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.06118975,0.05308627,ACH-000323,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.2248414,0.2232521,ACH-000329,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.1910406,0.2019099,ACH-000437,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.08573433,0.07286725,ACH-000490,-0.0507422927
